User_Name,followers_Count,Likes,Retweets,Reply,Impression,Text,Label,hashtags,Lemma,Porterstemmer,Snowballstemmer
Insider Business,3991839,6,2,2,4134,"Adidas' new CEO came out swinging during his first press conference, calling out Nike's lack of innovation and defending the three stripes https://t.co/uI08S7nBam",Adidas,,adidas new ceo came swinging first press conference calling nike lack innovation defending three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe
Business Insider Africa,15997,1,0,0,61,"#LEADERS | Adidas' new CEO came out swinging during his first press conference, calling out Nike's lack of innovation and defending the three stripes

https://t.co/o39qV9D13C",Adidas,leaders,adidas new ceo came swinging first press conference calling nike lack innovation defending three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe
The Sole Supplier,268027,6,2,1,4506,"adidas is considering donating profits from leftover Yeezy stock to charity 😯 

Link &gt; https://t.co/kv3X4bCO6A https://t.co/VO2bSCKfnm",Adidas,,adidas considering donating profit leftover yeezy stock charity link gt,adida consid donat profit leftov yeezi stock chariti link gt,adida consid donat profit leftov yeezi stock chariti link gt
IOS Sports & Entertainment,5859,1,0,0,24,"#TeamIOS is happy to facilitate this
.
With UNBREAKABLE determination and focus, Olympic medalist, Lovlina has the World Championship in sight.
@LovlinaBorgohai x @adidas
.
#Affirmations #Womensday #powerfulwomen #womenleader #TeamIOSSports #SportsMarketing https://t.co/seWOJlPj1D",Adidas,teamios affirmations womensday powerfulwomen womenleader teamiossports sportsmarketing,happy facilitate unbreakable determination focus olympic medalist lovlina world championship sight x,happi facilit unbreak determin focu olymp medalist lovlina world championship sight x,happi facilit unbreak determin focus olymp medalist lovlina world championship sight x
FOX 5 San Diego,212809,1,0,0,152,"CEO Bjorn Gulden said selling the popular line of shoes would mean paying royalties to Ye, who was dropped by Adidas five months ago after making antisemitic remarks on social media and in interviews. https://t.co/rINdyaYIcX",Adidas,,ceo bjorn gulden said selling popular line shoe would mean paying royalty ye dropped adidas five month ago making antisemitic remark social medium interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview
Man Savings,108729,29,1,3,11858,"Ad: Just dropped🟦🟦

A new exclusive colourway of adidas Jeans have just appeared on site and are now available.

🛒https://t.co/WQhXKWtOir https://t.co/5TirZ2SirO",Adidas,,ad dropped new exclusive colourway adidas jean appeared site available,ad drop new exclus colourway adida jean appear site avail,ad drop new exclus colourway adida jean appear site avail
KVOA News 4 Tucson,87970,0,0,0,84,"Adidas has warned that it could suffer its first annual operating loss in more than three decades this year, mostly because it may have to write off the entire range of Yeezy-branded clothing and sneakers. https://t.co/uQWMFYTwEL",Adidas,,adidas warned could suffer first annual operating loss three decade year mostly may write entire range yeezy branded clothing sneaker,adida warn could suffer first annual oper loss three decad year mostli may write entir rang yeezi brand cloth sneaker,adida warn could suffer first annual oper loss three decad year most may write entir rang yeezi brand cloth sneaker
FOX 11 Los Angeles,378254,1,1,1,633,"The company's CEO said Wednesday that selling the popular line of shoes would mean paying royalties to Ye. He says destroying them could raise ""sustainability issues,” while restitching them for resale “is not very honest.”  https://t.co/GlF5hBwBL4",Adidas,,company ceo said wednesday selling popular line shoe would mean paying royalty ye say destroying could raise sustainability issue restitching resale honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest
Finans,11795,0,0,0,143,Adidas losses mount as company eyes options for ditching Yeezy shoes https://t.co/FGAZmuVrAD https://t.co/qoDcLQZbif,Adidas,,adidas loss mount company eye option ditching yeezy shoe,adida loss mount compani eye option ditch yeezi shoe,adida loss mount compani eye option ditch yeezi shoe
Interaksyon,215669,1,1,0,1108,"Adidas will slash its 2022 dividend, the sportswear maker said, after warning a split with the artist formerly known as Kanye West could push it to its first annual loss in three decades this year.

https://t.co/4p6nbTI1tU",Adidas,,adidas slash dividend sportswear maker said warning split artist formerly known kanye west could push first annual loss three decade year,adida slash dividend sportswear maker said warn split artist formerli known kany west could push first annual loss three decad year,adida slash dividend sportswear maker said warn split artist former known kany west could push first annual loss three decad year
Havas,49081,4,1,0,210,"We're thrilled to announce that Havas Creative and @HavasGroup have been featured in the top 10 of the WARC Creative 100 Rankings🏆🌟

We're proud to be one of the world's most awarded creative companies!

 @HavasMiddleEast @adidas @vivendi #BETC https://t.co/XPe1PdIH47",Adidas,betc,thrilled announce havas creative featured top warc creative ranking proud one world awarded creative company,thrill announc hava creativ featur top warc creativ rank proud one world award creativ compani,thrill announc hava creativ featur top warc creativ rank proud one world award creativ compani
IOS Sports & Entertainment,5859,0,0,0,24,"#TeamIOS is happy to facilitate this
.
Riding high with the confidence from winning the bronze at Asian Championships, Manika Batra is feeling UNSTOPPABLE!
@manikabatra_TT x @adidas
.
#Affirmations #Womensday #powerfulwomen #womenleader #TeamIOSSports #SportsMarketing https://t.co/6iyOwPXS1Y",Adidas,teamios affirmations womensday powerfulwomen womenleader teamiossports sportsmarketing,happy facilitate riding high confidence winning bronze asian championship manika batra feeling unstoppable x,happi facilit ride high confid win bronz asian championship manika batra feel unstopp x,happi facilit ride high confid win bronz asian championship manika batra feel unstopp x
WION,476692,8,1,0,1438,"Track the big stories on WION:

+ India-Australia cricket diplomacy in Ahmedabad
+ US veterans recall 'catastrophic' Afghanistan pullout
+ US spy chiefs: Russia-China deepening ties
+ Adidas profit falls 83% after split with Yeezy

LIVE TV: https://t.co/iSR65rNilR https://t.co/AB5L6qGdMH",Adidas,,track big story wion india australia cricket diplomacy ahmedabad u veteran recall catastrophic afghanistan pullout u spy chief russia china deepening tie adidas profit fall split yeezy live tv,track big stori wion india australia cricket diplomaci ahmedabad us veteran recal catastroph afghanistan pullout us spi chief russia china deepen tie adida profit fall split yeezi live tv,track big stori wion india australia cricket diplomaci ahmedabad us veteran recal catastroph afghanistan pullout us spi chief russia china deepen tie adida profit fall split yeezi live tv
Kevin Landers,2656,0,0,0,29,"Adidas has piles of Kanye West’s Yeezy shoes and no idea what to do with them — ‘If you can’t sell and you can’t destroy, what’s your option?’
 https://t.co/Cc7WwyuXf8",Adidas,,adidas pile kanye west yeezy shoe idea cant sell cantdestroy whats option,adida pile kany west yeezi shoe idea cant sell cantdestroy what option,adida pile kany west yeezi shoe idea cant sell cantdestroy what option
Chicago Things to Do,404120,1,0,1,392,Adidas wonders what to do with Yeezy shoes after Ye split https://t.co/v4CynLMbEj,Adidas,,adidas wonder yeezy shoe ye split,adida wonder yeezi shoe ye split,adida wonder yeezi shoe ye split
Business Insider Africa,15997,0,0,0,106,"#MARKETS | Adidas CEO warns donating Yeezys could backfire as the company struggles to get rid of its $1.3 billion stockpile

https://t.co/JMOqMgMHDm",Adidas,markets,adidas ceo warns donating yeezys could backfire company struggle get rid billion stockpile,adida ceo warn donat yeezi could backfir compani struggl get rid billion stockpil,adida ceo warn donat yeezi could backfir compani struggl get rid billion stockpil
WVNS 59News,9329,0,0,0,60,"#Adidas is still wrestling with how to dispose of $1.3 billion worth of #Yeezy shoes after its breakup with the rapper formerly known as Kanye West.
https://t.co/SSRPc9b1xr",Adidas,adidas yeezy,still wrestling dispose billion worth shoe itsbreakup rapper formerly known kanye west,still wrestl dispos billion worth shoe itsbreakup rapper formerli known kany west,still wrestl dispos billion worth shoe itsbreakup rapper former known kany west
KALYJAY,1297447,395,50,7,8909,Kanye West Adidas should be a case study,Adidas,,kanye west adidas case study,kany west adida case studi,kany west adida case studi
TICKER NEWS,10772,0,0,0,189,What happened to Yeezy? #KayneWest fallout could push #Adidas into its first annual loss in over 30 years https://t.co/hdBNPVgIwW,Adidas,kaynewest adidas,happened yeezy fallout could push first annual loss year,happen yeezi fallout could push first annual loss year,happen yeezi fallout could push first annual loss year
The Wall Street Journal,20514665,33,8,6,34069,"Adidas may sell its Yeezy sneaker inventory and donate the proceeds, as it grapples with the fallout from ending its Kanye West partnership https://t.co/P043MajLkU",Adidas,,adidas may sell yeezy sneaker inventory donate proceeds grapple fallout ending kanye west partnership,adida may sell yeezi sneaker inventori donat proce grappl fallout end kany west partnership,adida may sell yeezi sneaker inventori donat proceed grappl fallout end kany west partnership
IOS Sports & Entertainment,5859,1,0,0,26,"#TeamIOS is happy to facilitate this.

Mantra of being a winner: BELIEVE THAT YOU ARE A WINNER!
@HimaDas8 x @adidas

#Affirmations #Womensday #powerfulwomen #womenleader #TeamIOSSports#SportsMarketing https://t.co/Q9GtFzS9Q7",Adidas,teamios affirmations womensday powerfulwomen womenleader teamiossports sportsmarketing,happy facilitate mantra winner believe winner x,happi facilit mantra winner believ winner x,happi facilit mantra winner believ winner x
Homeboyz Radio,375844,24,4,1,1168,"After their split with Kanye West, Adidas anticipates its first annual loss in 30 years. The corporation anticipates a total loss of $738 million in 2023.
#TheJamSession https://t.co/Ee1eVuGD0W",Adidas,thejamsession,split kanye west adidas anticipates first annual loss year corporation anticipates total loss million,split kany west adida anticip first annual loss year corpor anticip total loss million,split kany west adida anticip first annual loss year corpor anticip total loss million
FOX 11 Los Angeles,378254,1,1,0,1252,Adidas is still investigating former employees’ allegations that Ye created a toxic work environment and that the sportswear company knew about his problematic behavior and failed to protect workers.  https://t.co/tN7qqZtTdh,Adidas,,adidas still investigating former employee allegation ye created toxic work environment sportswear company knew problematic behavior failed protect worker,adida still investig former employe alleg ye creat toxic work environ sportswear compani knew problemat behavior fail protect worker,adida still investig former employe alleg ye creat toxic work environ sportswear compani knew problemat behavior fail protect worker
Insider Business,3991839,7,1,3,11233,Adidas CEO worries donated Yeezy's would end up being resold: 'They will come back' https://t.co/45kW55XtJh,Adidas,,adidas ceo worry donated yeezy would end resold come back,adida ceo worri donat yeezi would end resold come back,adida ceo worri donat yeezi would end resold come back
WISN 12 NEWS,107357,0,0,0,226,"CEO Bjorn Gulden said selling the popular line of shoes would mean paying royalties to Ye, who was dropped by Adidas five months ago after making antisemitic remarks on social media and in interviews. https://t.co/Rkn6V3K0fE",Adidas,,ceo bjorn gulden said selling popular line shoe would mean paying royalty ye dropped adidas five month ago making antisemitic remark social medium interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview
Marie Claire,278394,0,0,0,417,"As a diehard adidas Ultraboost fan, here's why I was wrong to be sceptical about the new design https://t.co/LIcaSl0Fk6",Adidas,,diehard adidas ultraboost fan wrong sceptical new design,diehard adida ultraboost fan wrong sceptic new design,diehard adida ultraboost fan wrong sceptic new design
Reuters,25752658,36,8,11,48379,"Adidas, burnt by Kanye West split, seeks a new focus https://t.co/ysW7bm2nh8 https://t.co/0qiwA4jTvc",Adidas,,adidas burnt kanye west split seek new focus,adida burnt kany west split seek new focu,adida burnt kany west split seek new focus
Slickdeals,226410,0,0,0,2616,"adidas Shoes: Nizza Hi RF 74 $42, Nizza RF Slip $29.40, Essentials Grand Court $27.30 + Free Shipping https://t.co/V6iqALQIF3 
*Slickdeals may get paid by brands or deals.",Adidas,,adidas shoe nizza hi rf nizza rf slip essential grand court free shipping slickdeals may get paid brand deal,adida shoe nizza hi rf nizza rf slip essenti grand court free ship slickdeal may get paid brand deal,adida shoe nizza hi rf nizza rf slip essenti grand court free ship slickdeal may get paid brand deal
Sky News Australia,653412,16,2,4,5304,"Adidas’s sales plunged by around $1.3 billion after the company split with Kanye West, according to Sky News Business Editor Ross Greenwood.

https://t.co/DCtuliX7WK",Adidas,,adidass sale plunged around billion company split kanye west according sky news business editor ross greenwood,adidass sale plung around billion compani split kany west accord sky news busi editor ross greenwood,adidass sale plung around billion compani split kany west accord sky news busi editor ross greenwood
Fat Kid Deals,661045,1,0,0,8382,"adidas Men's Essentials French Terry Big Logo Hoodie for $20.67 (reg $60)

https://t.co/sObC4hFXX3 https://t.co/CRwqAyAfkQ",Adidas,,adidas men essential french terry big logo hoodie reg,adida men essenti french terri big logo hoodi reg,adida men essenti french terri big logo hoodi reg
FOX 2 Detroit,403089,1,0,1,560,Adidas figuring out what to do with all their Yeezy shoes after split with Ye https://t.co/t3wtf8etZo https://t.co/cGP53dylXS,Adidas,,adidas figuring yeezy shoe split ye,adida figur yeezi shoe split ye,adida figur yeezi shoe split ye
16 WAPT News,110941,1,0,1,561,Adidas wonders what to do with Yeezy shoes after Ye split https://t.co/rKTwzjfWMG,Adidas,,adidas wonder yeezy shoe ye split,adida wonder yeezi shoe ye split,adida wonder yeezi shoe ye split
Fat Kid Deals,661045,1,0,0,8550,"adidas Men's Team Issue Fold Beanie for $8 (reg $20)

https://t.co/l5zFkLOZWh https://t.co/IYIpTff1HP",Adidas,,adidas men team issue fold beanie reg,adida men team issu fold beani reg,adida men team issu fold beani reg
Nine.com.au,14579,0,0,0,79,"CEO Bjorn Gulden said selling the popular line of shoes would mean paying royalties to Ye, who was dropped by Adidas five months ago after making antisemitic remarks on social media and in interviews. https://t.co/8xT8PZDdLI",Adidas,,ceo bjorn gulden said selling popular line shoe would mean paying royalty ye dropped adidas five month ago making antisemitic remark social medium interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview,ceo bjorn gulden said sell popular line shoe would mean pay royalti ye drop adida five month ago make antisemit remark social media interview
WBAL-TV 11 Baltimore,294342,0,0,1,682,Adidas wonders what to do with Yeezy shoes after Ye split https://t.co/vcr1LmhUhc,Adidas,,adidas wonder yeezy shoe ye split,adida wonder yeezi shoe ye split,adida wonder yeezi shoe ye split
Neil Saunders,26655,0,0,0,386,🇬🇧 Kanye West’s anti-Semitic rant leaves Adidas with £1bn of unsold trainers https://t.co/9cKfkUjNAI,Adidas,,kanye west anti semitic rant leaf adidas unsold trainer,kany west anti semit rant leav adida unsold trainer,kany west anti semit rant leav adida unsold trainer
WNCT,19020,0,0,0,119,Adidas is still wrestling with how to dispose of 1.2 billion euros ($1.3 billion) worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. https://t.co/aFMeI8RaOh,Adidas,,adidas still wrestling dispose billion euro billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion euro billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion euro billion worth yeezi shoe breakup rapper former known kany west
The Source Magazine,799178,3,1,1,1378,SOURCE SPORTS: adidas Announces Multi-Year Partnership with 2022 MLB Rookie of the Year Julio Rodriguez https://t.co/8zZz0keuiC,Adidas,,source sport adidas announces multi year partnership mlb rookie year julio rodriguez,sourc sport adida announc multi year partnership mlb rooki year julio rodriguez,sourc sport adida announc multi year partnership mlb rooki year julio rodriguez
Kicks Deals,474158,19,1,0,13118,"The @Disney #MightyDucks adidas UltraBOOST 1.0 DNA ""Jesse Hall"" release is available for $132 + FREE shipping. Retail is $220.

BUY HERE -&gt; https://t.co/HHaSSkxmmc (promotion - use code SAVINGS at checkout) https://t.co/dxY82XJaxt",Adidas,mightyducks,adidas ultraboost dna jesse hall release available free shipping retail buy gt promotion use code saving checkout,adida ultraboost dna jess hall releas avail free ship retail buy gt promot use code save checkout,adida ultraboost dna jess hall releas avail free ship retail buy gt promot use code save checkout
Bloomberg Equality,6345,0,0,1,154,"Adidas’s new CEO Bjorn Gulden is mulling the idea of selling Yeezy products and donating the profit to charity, as he tries to offset some of the huge financial hit from the collapse of the alliance with rapper Ye https://t.co/FnRz5cLBdu",Adidas,,adidass new ceo bjorn gulden mulling idea selling yeezy product donating profit charity try offset huge financial hit collapse alliance rapper ye,adidass new ceo bjorn gulden mull idea sell yeezi product donat profit chariti tri offset huge financi hit collaps allianc rapper ye,adidass new ceo bjorn gulden mull idea sell yeezi product donat profit chariti tri offset huge financi hit collaps allianc rapper ye
Citizen TV Kenya,5121115,27,5,1,7725,Yeezy fallout could push Adidas into its first annual loss in 31 years https://t.co/7K6I5Q3wgu,Adidas,,yeezy fallout could push adidas first annual loss year,yeezi fallout could push adida first annual loss year,yeezi fallout could push adida first annual loss year
Kicks Deals,474158,10,1,0,14373,"Savings OVER $100 OFF retail are available for the black/carbon adidas UltraBOOST DNA XXII at $85.50 + you can get FREE shipping.

BUY HERE -&gt; https://t.co/50Lif88VnJ (promotion - use code SAVINGS at checkout) https://t.co/B2oDYobvCq",Adidas,,saving retail available black carbon adidas ultraboost dna xxii get free shipping buy gt promotion use code saving checkout,save retail avail black carbon adida ultraboost dna xxii get free ship buy gt promot use code save checkout,save retail avail black carbon adida ultraboost dna xxii get free ship buy gt promot use code save checkout
KATU News,250348,20,5,20,6138,"The company, which has its North American headquarters here in Portland, says it will lose about $736 million this year.

https://t.co/5cKUVEUybD",Adidas,,company north american headquarters portland say lose million year,compani north american headquart portland say lose million year,compani north american headquart portland say lose million year
Fat Kid Deals,661045,4,0,2,15547,"Price Drop!!

adidas Men's Team Issue Fold Beanie for $8, was $20!

https://t.co/nhHBxZMkNM https://t.co/XhyE3yRVPC",Adidas,,price drop adidas men team issue fold beanie,price drop adida men team issu fold beani,price drop adida men team issu fold beani
WVUA 23,16827,0,0,0,385,What do you think Adidas should do with its remaining Yeezys stock?  https://t.co/SZcZMllA7K,Adidas,,think adidas remaining yeezys stock,think adida remain yeezi stock,think adida remain yeezi stock
KFOX14 News,132372,0,0,2,1558,"Adidas said the breakup will cause its annual revenue to plunge by more than a billion dollars this year.
https://t.co/9kCAJ6DoRg",Adidas,,adidas said breakup cause annual revenue plunge billion dollar year,adida said breakup caus annual revenu plung billion dollar year,adida said breakup caus annual revenu plung billion dollar year
Bloomberg,9196249,22,17,11,33491,A big question remains for Adidas: What will it do with $1.3 billion worth of unsold Yeezy gear? https://t.co/N81masUjbb,Adidas,,big question remains adidas billion worth unsold yeezy gear,big question remain adida billion worth unsold yeezi gear,big question remain adida billion worth unsold yeezi gear
Rappler,3724491,0,0,0,3012,"‘You will see us invest in more sports...because that is the DNA of this company,’ says Adidas CEO Bjorn Gulden. https://t.co/6MwfpFwNYy",Adidas,,see u invest sport dna company say adidas ceo bjorn gulden,see us invest sport dna compani say adida ceo bjorn gulden,see us invest sport dna compani say adida ceo bjorn gulden
BODEGA,289018,4,0,1,10080,"Editorial: Bodega x BEAMS x adidas ""Easy Ivy"" collection. Click the image for more info. #bodegaxbeams #bodegaxbeamsxadidas #bodega",Adidas,bodegaxbeams bodegaxbeamsxadidas bodega,editorial bodega x beam x adidas easy ivy collection click image info,editori bodega x beam x adida easi ivi collect click imag info,editori bodega x beam x adida easi ivi collect click imag info
Phoenix Rising FC,33901,93,21,10,20990,"Check out our 2023 threads.

🔗: https://t.co/c8mAeJWazZ

#RisingAsOne | @Carvana | @NAU | @adidas https://t.co/1yKtYuXlWF",Adidas,risingasone,check thread,check thread,check thread
WPBF 25 News,131808,1,0,0,555,Adidas wonders what to do with Yeezy shoes after Ye split https://t.co/VzxiniCfo3,Adidas,,adidas wonder yeezy shoe ye split,adida wonder yeezi shoe ye split,adida wonder yeezi shoe ye split
CNBC,5096135,25,6,2,20298,Ex-basketball star thought Nike and Adidas weren't doing enough for Black people—so he built a $30 million competitor. (via @CNBCMakeIt) https://t.co/WQfOW4XsJj,Adidas,,ex basketball star thought nike adidas enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via,ex basketbal star thought nike adida enough black peopleso built million competitor via
FORTUNE,2365702,6,1,1,6301,The company is predicting a 2023 operating loss of 700 million euros. https://t.co/nTHJiLgtd0,Adidas,,company predicting operating loss million euro,compani predict oper loss million euro,compani predict oper loss million euro
Insider Retail,35796,2,0,0,343,"Adidas' new CEO came out swinging during his first press conference, calling out Nike's lack of innovation and defending the three stripes https://t.co/VNFslsKZEe",Adidas,,adidas new ceo came swinging first press conference calling nike lack innovation defending three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe
Berkshire Eagle,19815,0,0,0,329,"FRANKFURT, Germany — Adidas is still wrestling with how to dispose of $1.3 billion (1.2 billion euros) worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West, forcing the German sportswear maker into a big loss at the en… https://t.co/EQhjz2W9v1",Adidas,,frankfurt germany adidas still wrestling dispose billion billion euro worth yeezy shoe breakup rapper formerly known kanye west forcing german sportswear maker big loss en,frankfurt germani adida still wrestl dispos billion billion euro worth yeezi shoe breakup rapper formerli known kany west forc german sportswear maker big loss en,frankfurt germani adida still wrestl dispos billion billion euro worth yeezi shoe breakup rapper former known kany west forc german sportswear maker big loss en
Tim Rostan.,5379,1,0,0,152,Adidas has piles of Yeezy shoes and no workable idea what to do with them.  https://t.co/7tQoeke5xl,Adidas,,adidas pile yeezy shoe workable idea,adida pile yeezi shoe workabl idea,adida pile yeezi shoe workabl idea
Los Angeles Magazine,492474,1,0,0,1211,"LATEST: German sportswear giant could face first annual loss in 31 years following split with Ye aka Kanye West 

https://t.co/3kV0wTLH4h",Adidas,,latest german sportswear giant could face first annual loss year following split ye aka kanye west,latest german sportswear giant could face first annual loss year follow split ye aka kany west,latest german sportswear giant could face first annual loss year follow split ye aka kany west
Ray Long,27376,6,1,3,771,Ye or Nay? Adidas wonders what to do with Yeezy shoes after Ye split – Chicago Tribune https://t.co/7sxTtztqvZ,Adidas,,ye nay adidas wonder yeezy shoe ye split chicago tribune,ye nay adida wonder yeezi shoe ye split chicago tribun,ye nay adida wonder yeezi shoe ye split chicago tribun
Breitbart News,1899847,141,29,30,20661,The bad financial news comes after Adidas ended its lucrative partnership with Kanye West after the rapper and fashion mogul embarked on an anti-semitic media tour. https://t.co/92yzugGKjJ,Adidas,,bad financial news come adidas ended lucrative partnership kanye west rapper fashion mogul embarked anti semitic medium tour,bad financi news come adida end lucr partnership kany west rapper fashion mogul embark anti semit media tour,bad financi news come adida end lucrat partnership kany west rapper fashion mogul embark anti semit media tour
The Denver Post,473859,0,0,0,3234,Adidas is still wrestling with how to dispose of 1.2 billion euros ($1.3 billion) worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. https://t.co/QYJSrnhgF4,Adidas,,adidas still wrestling dispose billion euro billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion euro billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion euro billion worth yeezi shoe breakup rapper former known kany west
The Daily Beast,1384768,20,9,18,12156,"What does a company do with a stockpile of merchandise worth $1.3 billion, tainted, possibly irrecoverably, by their association with a rapper’s virulent antisemitism? That’s the question now facing executives at Adidas. https://t.co/PeJFmTYDaM",Adidas,,company stockpile merchandise worth billion tainted possibly irrecoverably association rapper virulent antisemitism thats question facing executive adidas,compani stockpil merchandis worth billion taint possibl irrecover associ rapper virul antisemit that question face execut adida,compani stockpil merchandis worth billion taint possibl irrecover associ rapper virul antisemit that question face execut adida
Malay Mail,317241,3,1,0,964,Adidas stuck with Yeezy gear after dropping Kanye https://t.co/YVJ9KN3lKA,Adidas,,adidas stuck yeezy gear dropping kanye,adida stuck yeezi gear drop kany,adida stuck yeezi gear drop kany
The Cut,1427378,3,0,0,4437,"#5QuestionsWith: For @jennaortega, an Adidas partnership is a true full-circle moment. @biancamnieves chatted with her about the German brand, her days as a soccer player, and how she manages expectations as a Latina in Hollywood https://t.co/3Wnl7Bwz4C",Adidas,5questionswith,adidas partnership true full circle moment chatted german brand day soccer player manages expectation latina hollywood,adida partnership true full circl moment chat german brand day soccer player manag expect latina hollywood,adida partnership true full circl moment chat german brand day soccer player manag expect latina hollywood
The St. Catharines Standard,22053,0,0,0,306,Adidas wonders what to do with Yeezy shoes after Ye split https://t.co/Ci7t4AF8uQ via @StCatStandard,Adidas,,adidas wonder yeezy shoe ye split via,adida wonder yeezi shoe ye split via,adida wonder yeezi shoe ye split via
Kicks Deals,474158,2,0,0,13456,"Direct from @adidasUS, the off white/cream-pantone adidas Stan Smith Lux is available for $108.75 + FREE shipping.

BUY HERE -&gt; https://t.co/5EFiAOrAu8 (promotion - use code SAVINGS at checkout) https://t.co/3JDarAHoxc",Adidas,,direct white cream pantone adidas stan smith lux available free shipping buy gt promotion use code saving checkout,direct white cream panton adida stan smith lux avail free ship buy gt promot use code save checkout,direct white cream panton adida stan smith lux avail free ship buy gt promot use code save checkout
9News Melbourne,240950,12,5,9,5688,"Adidas is still wrestling with how to dispose of A$2 billion worth of Yeezy shoes after its breakup with the rapper formerly known as Kanye West. #9News 
https://t.co/hvyxAXALdb",Adidas,9news,adidas still wrestling dispose billion worth yeezy shoe breakup rapper formerly known kanye west,adida still wrestl dispos billion worth yeezi shoe breakup rapper formerli known kany west,adida still wrestl dispos billion worth yeezi shoe breakup rapper former known kany west
KFOX14 News,132372,4,0,2,1357,"For the first time in 31 years, Adidas will lose about $736 million related to unsold Yeezy stock.
https://t.co/9kCAJ6DWGO",Adidas,,first time year adidas lose million related unsold yeezy stock,first time year adida lose million relat unsold yeezi stock,first time year adida lose million relat unsold yeezi stock
E,591604,1153,109,65,40380,Cancel culture loses again https://t.co/eK3zMukIl4,Adidas,,cancel culture loses,cancel cultur lose,cancel cultur lose
Insider News,31542,0,0,0,239,"Adidas' new CEO came out swinging during his first press conference, calling out Nike's lack of innovation and defending the three stripes https://t.co/u6B8uVRWP7",Adidas,,adidas new ceo came swinging first press conference calling nike lack innovation defending three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe,adida new ceo came swing first press confer call nike lack innov defend three stripe
Sneaker Freaker,315376,33,6,9,8318,"It seems partnering with Ye is no longer an option…
https://t.co/uNUx6ho92J https://t.co/qAwqJwPt6j",Adidas,,seems partnering ye longer option,seem partner ye longer option,seem partner ye longer option
MarketWatch,4475050,7,4,15,20204,"Yeezy shoes have put Adidas in a tough spot -- ""If you can’t sell and you can’t destroy, what’s your option?"" asks its CEO.
https://t.co/2CDqsWzgNI",Adidas,,yeezy shoe put adidas tough spot cant sell cant destroy whats option asks ceo,yeezi shoe put adida tough spot cant sell cant destroy what option ask ceo,yeezi shoe put adida tough spot cant sell cant destroy what option ask ceo
FOX 11 Los Angeles,378254,4,3,5,2436,"The company's CEO said Wednesday that selling the popular line of shoes would mean paying royalties to Ye. He says destroying them could raise ""sustainability issues,” while restitching them for resale “is not very honest.”  https://t.co/BCA6O8tYn6",Adidas,,company ceo said wednesday selling popular line shoe would mean paying royalty ye say destroying could raise sustainability issue restitching resale honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest,compani ceo said wednesday sell popular line shoe would mean pay royalti ye say destroy could rais sustain issu restitch resal honest
The Guardian Nigeria,2664831,9,3,3,2876,Adidas Stuck With Yeezy Gear After Dropping Kanye | The Guardian Nigeria News - Nigeria and World News https://t.co/41SIxhdlOB,Adidas,,adidas stuck yeezy gear dropping kanye guardian nigeria news nigeria world news,adida stuck yeezi gear drop kany guardian nigeria news nigeria world news,adida stuck yeezi gear drop kany guardian nigeria news nigeria world news
MarketWatch,4475050,20,4,37,34024,"Adidas has piles of Kanye West’s Yeezy shoes and no idea what to do with them — ‘If you can’t sell and you can’t destroy, what’s your option?’ https://t.co/wCy9WTQ6zm",Adidas,,adidas pile kanye west yeezy shoe idea cant sell cant destroy whats option,adida pile kany west yeezi shoe idea cant sell cant destroy what option,adida pile kany west yeezi shoe idea cant sell cant destroy what option
